Date,Location,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday
4/4/2017,PerthAirport,15.9,31,0,7,10.7,E,43,E,SSW,28,13,61,27,1024.9,1020.1,0,0,19.5,30.6,No
4/5/2017,PerthAirport,12.6,30.6,0,5.2,10.6,ENE,33,E,W,11,15,49,30,1018.2,1013.3,0,0,22,29.6,No
4/6/2017,PerthAirport,10.3,25.2,0,5.2,8.1,SW,50,NNE,SW,7,30,75,53,1013.1,1011.3,7,3,18,24,No
4/7/2017,PerthAirport,14.3,23,0,5.4,8.9,SSE,37,SE,ESE,20,11,48,30,1023.7,1021.6,5,3,17.3,21.2,No
4/8/2017,PerthAirport,7.9,24.4,0,5,10.5,SW,33,SW,SSW,7,19,47,27,1027.6,1024.3,0,0,16.7,23.4,No
4/9/2017,PerthAirport,9.9,27.3,0,4.8,10.4,ENE,46,ENE,ENE,24,13,53,22,1027.6,1023.1,0,0,17.7,27.2,No
4/10/2017,PerthAirport,14.3,29.7,0,5.6,10.4,ESE,31,ENE,NNE,20,9,43,17,1022.7,1018.4,4,1,19.1,29.3,No
4/11/2017,PerthAirport,13.2,28.5,0,6.6,10.5,E,39,NE,WSW,19,20,35,30,1016.7,1015.6,0,0,21,26.6,No
4/12/2017,PerthAirport,7.2,24.8,0,5.2,9.7,WSW,43,ENE,WSW,17,28,62,44,1021.6,1019.7,6,1,17.6,23.6,No
4/13/2017,PerthAirport,12.9,28,0,4.2,10.4,E,39,E,SE,24,15,59,31,1024.3,1019.9,1,1,20.1,27.2,No
4/14/2017,PerthAirport,13.5,29.4,0,5.8,6.2,E,30,ESE,SW,6,15,62,31,1019.4,1015.2,4,5,18.7,28.6,No
4/15/2017,PerthAirport,11.9,30.1,0,4,7.3,SE,50,SSW,ESE,9,19,69,34,1015.8,1011.5,6,7,18.6,29.4,No
4/16/2017,PerthAirport,17.4,26.4,0,5.4,7,ESE,46,SE,SSE,19,20,63,40,1014.8,1011.3,4,5,18.9,26,No
4/17/2017,PerthAirport,14.5,22.2,0,5,2.5,S,33,S,S,22,19,74,56,1015.3,1013.2,5,8,16.9,21.4,No
4/18/2017,PerthAirport,11.4,24.4,0,4,8,W,35,SSE,WSW,9,24,67,59,1012.8,1010,6,1,19.9,23.3,No
4/19/2017,PerthAirport,11.8,25.8,0,2.4,10.1,SW,31,NNE,WSW,7,24,77,47,1018.5,1017.3,0,2,17.4,24.1,No
4/20/2017,PerthAirport,9.1,29.2,0,5.6,10.3,WSW,33,E,WSW,11,20,58,30,1021.7,1017.9,0,2,19.9,28.3,No
4/21/2017,PerthAirport,11.2,29.6,0,4,10,ENE,35,NNE,W,9,20,54,40,1020.2,1016.9,7,6,21.6,28,No
4/22/2017,PerthAirport,15.1,28.7,0,4.4,10,ESE,48,ENE,WSW,24,19,57,38,1019.8,1017,3,6,21.7,28.4,No
4/23/2017,PerthAirport,16.7,28.6,0,5.4,10.3,ESE,52,E,SE,24,24,62,36,1020.7,1017,3,5,20.9,27.9,No
4/24/2017,PerthAirport,14.5,27,0,6,10.3,E,43,ENE,WSW,19,22,63,42,1022.4,1019,1,1,18.8,25.1,No
4/25/2017,PerthAirport,12.1,24.6,0,5,10.2,S,31,S,SE,15,11,63,36,1026.8,1023.4,1,1,16.6,24.1,No
4/26/2017,PerthAirport,6.5,25.9,0,1.4,8.8,SSW,33,E,WSW,20,20,49,30,1027.7,1024,1,6,17.6,25.1,No
4/27/2017,PerthAirport,12.4,26.3,0,4.4,10,SSW,33,ENE,W,20,17,46,26,1027.1,1023.2,1,1,18.5,25.3,No
4/28/2017,PerthAirport,9.3,26.8,0,4,10,SE,44,NE,S,11,13,40,21,1026.3,1022.8,1,0,19.1,26.4,No
4/29/2017,PerthAirport,6.8,27.6,0,5,10,ENE,35,ENE,SW,22,13,38,22,1024.2,1020.5,0,0,18.1,26.8,No
4/30/2017,PerthAirport,6.2,25.2,0,4.2,9.3,S,37,,SSW,0,24,57,52,1023,1020.4,4,4,15.7,23.2,No
5/1/2017,PerthAirport,13.8,24.7,0,4.2,9.5,ENE,50,ENE,SSW,35,9,57,33,1026,1023.3,4,1,16.2,24.3,No
5/2/2017,PerthAirport,11.6,26.8,0,5.4,8,E,48,ENE,ENE,24,13,49,29,1025.8,1021.4,3,5,16.3,26.2,No
5/3/2017,PerthAirport,15.4,30.5,0,4,9,NNE,41,NNE,W,28,19,38,30,1020.6,1017.4,6,7,21.2,26.6,No
5/4/2017,PerthAirport,13.1,24.6,0,3.6,5.8,NW,33,NNE,W,13,19,77,58,1018.5,1017.1,7,7,18.3,22.9,No
5/5/2017,PerthAirport,15.2,24.3,7.6,2.2,8.6,W,33,,W,0,17,85,52,1022.1,1021.7,4,2,19.9,23.3,Yes
5/6/2017,PerthAirport,12.4,26.8,0,3.4,9.5,ENE,33,E,E,22,13,76,34,1027.5,1024.4,6,5,16.5,25.7,No
5/7/2017,PerthAirport,12.5,30.9,0,4,9.7,NE,35,ENE,SW,24,13,51,23,1023.9,1020,0,0,19.8,29.9,No
5/8/2017,PerthAirport,12.9,28.2,0,4,7.8,W,28,NNE,WNW,13,19,49,62,1020.7,1016.9,7,7,19.2,24.4,No
5/9/2017,PerthAirport,16.9,21.2,1.4,2,2,SSW,35,S,SW,13,22,83,50,1019.8,1019.5,7,7,18.2,20.2,Yes
5/10/2017,PerthAirport,6.2,21.7,0.2,6.8,8.8,E,39,NW,S,7,17,55,34,1023.3,1020.6,3,5,16.3,20.8,No
5/11/2017,PerthAirport,9.1,22.6,0,3.2,7.6,SSE,35,SE,SSE,7,15,62,35,1023.2,1019.7,2,4,16.2,20.5,No
5/12/2017,PerthAirport,10.1,22.6,0,3.2,9.1,ENE,37,E,WNW,17,9,74,33,1022.1,1018.5,4,3,13.2,21.9,No
5/13/2017,PerthAirport,9.5,23.3,0,2.8,7.2,NE,30,ENE,WSW,13,19,55,39,1020.4,1018.6,0,7,15.5,21.5,No
5/14/2017,PerthAirport,11.5,25.9,0,4.2,6.2,NW,50,NNE,NW,22,33,38,52,1013.2,1009.1,7,7,19.4,22.6,No
5/15/2017,PerthAirport,15.5,20.9,3.4,3.2,4.2,WNW,76,W,WSW,26,24,58,62,1008.3,1008.3,4,4,19.4,18.6,Yes
5/16/2017,PerthAirport,14.4,21.8,6,3.6,6.1,W,35,S,SSW,13,17,83,51,1015.4,1015.4,7,4,15.7,20.1,Yes
5/17/2017,PerthAirport,9.4,20.2,0,2.2,9.5,ENE,46,E,ENE,22,24,78,52,1021.8,1019.8,1,1,14.8,19.5,No
5/18/2017,PerthAirport,12.3,25.6,0,2.8,9.1,NNE,39,NNE,NW,24,30,54,28,1019.3,1016.6,3,1,17.2,24.4,No
5/19/2017,PerthAirport,13.9,22.2,1.6,3.6,4.1,SW,52,NNE,W,15,24,96,62,1014.4,1011.3,8,5,16.5,20.9,Yes
5/20/2017,PerthAirport,9.8,17,7.4,4,1.4,NNE,28,ENE,ENE,9,9,84,79,1015,1011.7,8,7,12.9,15.1,Yes
5/21/2017,PerthAirport,11.8,17.7,14.2,1.4,4.3,WSW,54,WSW,SW,24,30,90,54,1006.6,1009.3,7,5,14.8,17,Yes
5/22/2017,PerthAirport,7.9,19.2,4,2.2,6,WNW,30,NE,WSW,7,13,87,57,1019.9,1019.7,7,6,12.5,17.4,Yes
5/23/2017,PerthAirport,12.1,17.8,3.8,2.2,0.2,NE,20,NNE,N,13,9,97,86,1023.3,1021.2,8,7,14.2,17.2,Yes
5/24/2017,PerthAirport,11.6,21.2,0.2,1.2,8,WNW,30,NNE,WSW,9,15,89,51,1022.7,1020.3,1,3,15.2,20.4,No
5/25/2017,PerthAirport,8.3,22.5,0,2,9.4,WNW,28,NE,WSW,11,15,76,41,1022.3,1018.8,1,1,14.4,21.6,No
5/26/2017,PerthAirport,9.7,19.9,3.8,2.8,6.7,SSW,31,SE,S,4,17,89,55,1021.2,1020.3,0,3,15.9,18.1,Yes
5/27/2017,PerthAirport,7.1,18.5,0,2.2,9,ESE,26,SSW,E,11,9,61,43,1026.3,1024.3,1,2,13.8,18,No
5/28/2017,PerthAirport,4.7,19.5,0,2.2,9.2,ENE,30,ENE,ENE,19,9,76,45,1027.6,1024.2,0,2,12,19,No
5/29/2017,PerthAirport,7.6,21.4,0,2.4,8.6,E,43,ENE,E,17,13,64,37,1026.3,1022.6,1,0,11.8,21.2,No
5/30/2017,PerthAirport,11.4,25.4,0,3.6,8.2,ENE,37,NE,W,17,13,48,34,1023,1020.2,2,7,16.5,23.7,No
5/31/2017,PerthAirport,7.7,25.7,0,3,8,NE,28,NE,W,7,15,56,33,1022,1019.7,7,1,16.1,24.9,No
6/1/2017,PerthAirport,7.4,23.3,0,2.4,7.7,SW,24,N,SW,9,15,80,55,1022.1,1021.4,7,2,12.1,22.5,No
6/2/2017,PerthAirport,8.3,24.2,0,2.2,8.1,W,30,NNE,WNW,11,20,78,57,1025,1023.1,1,3,14.7,22.5,No
6/3/2017,PerthAirport,9.1,23.1,0,1.4,7.7,SSW,28,N,S,13,9,86,57,1027.8,1025.3,5,7,14.7,22.9,No
6/4/2017,PerthAirport,12.8,22.6,0,1.8,9.1,ENE,31,S,SSW,9,13,77,52,1029.6,1025.8,1,1,16.3,22.5,No
6/5/2017,PerthAirport,10.1,25.3,0,1.8,9.2,ENE,31,ENE,NNE,20,9,71,30,1027.4,1023.6,0,1,15,24.9,No
6/6/2017,PerthAirport,9.2,25.2,0,2.4,7.7,N,41,NE,N,15,13,38,13,1024.3,1020.7,1,6,17.9,24.5,No
6/7/2017,PerthAirport,5,22.8,0,4.4,9.1,SE,31,N,SE,4,11,68,39,1026.8,1025.4,0,0,12.4,22.5,No
6/8/2017,PerthAirport,9.9,22.5,0,2.2,9.2,ENE,48,ENE,E,26,20,75,25,1030.7,1027.2,1,0,13,22.1,No
6/9/2017,PerthAirport,7.7,24.1,0,4.8,9.3,NE,37,NE,NNE,22,19,27,14,1029.8,1026.3,1,1,15.8,23.8,No
6/10/2017,PerthAirport,7.7,20.8,0,3.8,1.9,NNE,33,ENE,ENE,17,15,33,25,1026.9,1023.8,7,7,14.7,20.4,No
6/11/2017,PerthAirport,11.4,23.5,0,3.2,4.5,ENE,41,ENE,NE,20,22,33,14,1023.9,1021.2,7,7,13.6,23.4,No
6/12/2017,PerthAirport,10.1,24,0,3.8,7.6,NNE,39,ENE,NE,24,19,26,22,1021.6,1018.5,7,1,16.7,23.7,No
6/13/2017,PerthAirport,10.8,24.8,0,3.4,5.6,NE,28,NE,W,15,15,35,24,1016.8,1014.5,3,7,15,22.4,No
6/14/2017,PerthAirport,12.1,20.4,14.6,3.4,4.3,E,37,E,ENE,9,9,83,63,1019.9,1018.6,6,7,14.2,19.4,Yes
6/15/2017,PerthAirport,9.9,19.3,0,3.2,6.5,SSW,24,ENE,ESE,2,13,87,65,1024.6,1023.6,2,5,14.7,18.1,No
6/16/2017,PerthAirport,6.6,20.8,0,1,8.3,S,22,ENE,SSW,9,9,85,43,1027.4,1024.6,1,2,12.1,20.2,No
6/17/2017,PerthAirport,5,21.7,0,2.4,9,E,39,ENE,E,13,13,78,47,1029.2,1026.1,1,1,13.1,21.5,No
6/18/2017,PerthAirport,10,23.3,0,1.8,9.2,NE,35,ENE,WSW,17,9,61,39,1027,1022.8,0,0,14.1,22.4,No
6/19/2017,PerthAirport,7.8,22.9,0,3,9.1,WSW,20,NNE,WSW,9,11,62,38,1023.1,1020.2,1,2,12.9,22.2,No
6/20/2017,PerthAirport,10.6,23,0,2.8,9.1,ENE,31,ENE,WNW,17,17,76,47,1019.4,1015.9,1,1,14,21.5,No
6/21/2017,PerthAirport,9.9,20.7,0,1.8,7.5,NW,46,NNE,NW,11,31,84,49,1017.2,1013.8,5,6,13.8,19.2,No
6/22/2017,PerthAirport,12.6,16.6,37.8,3.6,0,N,65,WNW,WSW,30,24,90,75,1005.6,1008.7,7,7,16.2,15.7,Yes
6/23/2017,PerthAirport,13.4,19.2,0,1.8,6.5,ESE,54,SE,SE,19,28,80,60,1019.1,1019.5,6,6,15.5,19,No
6/24/2017,PerthAirport,11,18.4,0,3.8,9.3,ESE,44,E,SE,11,24,60,45,1025.8,1023.5,1,3,13.7,17.5,No
6/25/2017,PerthAirport,4.9,16.8,0,1.6,7.9,E,39,E,ESE,11,17,69,44,1028.5,1026,1,3,12,16.2,No
